Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-02-27 14:21:37,1000,23.06,25.63
2025-02-27 14:21:38,1000,23.23,25.67
2025-02-27 14:21:39,1000,23.16,25.7
2025-02-27 14:21:40,980,23.03,25.6
2025-02-27 14:21:41,980,23.1,25.67
2025-02-27 14:21:42,980,23.1,25.6
2025-02-27 14:21:43,960,23.13,25.7
2025-02-27 14:21:44,960,23.27,25.57
2025-02-27 14:21:45,960,23.2,25.77
2025-02-27 14:21:46,940,22.96,25.67
2025-02-27 14:21:47,940,23.06,25.6
2025-02-27 14:21:48,940,23.06,25.63
2025-02-27 14:21:49,920,23.23,25.67
2025-02-27 14:21:50,920,23.1,25.7
2025-02-27 14:21:51,920,23.03,25.63
2025-02-27 14:21:52,900,23.1,25.73
2025-02-27 14:21:53,900,23.16,25.67
2025-02-27 14:21:54,900,23.2,25.7
