Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-02-27 15:04:37,1000,23.81,26.48
2025-02-27 15:04:38,1000,24.01,26.55
2025-02-27 15:04:39,1000,24.14,26.55
2025-02-27 15:04:40,980,23.91,26.41
2025-02-27 15:04:41,980,23.91,26.51
2025-02-27 15:04:42,980,24.18,26.58
2025-02-27 15:04:43,960,23.77,26.44
2025-02-27 15:04:44,960,24.11,26.58
2025-02-27 15:04:45,960,23.91,26.55
2025-02-27 15:04:46,960,24.25,26.51
2025-02-27 15:04:47,960,23.94,26.41
2025-02-27 15:04:48,960,23.98,26.41
2025-02-27 15:04:50,960,24.08,26.48
2025-02-27 15:04:50,940,24.14,26.51
2025-02-27 15:04:51,940,24.18,26.51
2025-02-27 15:04:53,940,24.18,26.55
