Time,Height,Temp1 (Ambient)
2025-03-07 14:20:41,800,22.35
2025-03-07 14:20:43,800,22.32
2025-03-07 14:20:45,800,22.29
2025-03-07 14:20:47,800,22.29
2025-03-07 14:20:49,800,22.29
2025-03-07 14:20:51,800,22.35
2025-03-07 14:20:54,800,22.22
2025-03-07 14:20:56,800,22.39
2025-03-07 14:20:58,800,22.29
2025-03-07 14:21:00,800,22.25
