Time,Height,Temp2 (Water)
2025-03-07 14:20:41,800,24.75
2025-03-07 14:20:43,800,24.85
2025-03-07 14:20:45,800,24.96
2025-03-07 14:20:47,800,24.79
2025-03-07 14:20:49,800,24.75
2025-03-07 14:20:51,800,24.92
2025-03-07 14:20:54,800,24.89
2025-03-07 14:20:56,800,24.85
2025-03-07 14:20:58,800,24.79
2025-03-07 14:21:00,800,24.85
