Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-0.420494,2025-04-10 14:29:52,-149.18
0.0022222222222222222,0.002222,2.33945,2025-04-10 14:29:55,-149.18
0.0044444444444444444,0.004444,2.49964,2025-04-10 14:29:57,-149.18
0.006666666666666666,0.006667,2.61862,2025-04-10 14:30:00,-149.18
0.008888888888888889,0.008889,2.70942,2025-04-10 14:30:02,-149.18
0.011111111111111112,0.01111,2.77961,2025-04-10 14:30:05,-149.18
0.013333333333333332,0.01333,2.83414,2025-04-10 14:30:08,-149.18
0.015555555555555555,0.01556,2.87749,2025-04-10 14:30:10,-149.18
0.017777777777777778,0.01778,2.9114,2025-04-10 14:30:13,-149.18
0.02,0.02,2.93813,2025-04-10 14:30:15,-149.18
