Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-03-07 19:08:12,350,-131.44,-76.79
2025-03-07 19:08:14,350,-168.88,-91.2
2025-03-07 19:08:17,350,-186.49,-104.75
2025-03-07 19:08:19,350,-193.22,-118.56
2025-03-07 19:08:21,350,-196.03,-134.24
2025-03-07 19:08:23,350,-197.03,-153.53
2025-03-07 19:08:25,350,-197.55,-173.66
2025-03-07 19:08:27,350,-197.94,-186.7
2025-03-07 19:08:30,350,-198.07,-190.07
2025-03-07 19:08:32,350,-198.07,-191.57
2025-03-07 19:08:34,350,-198.22,-192.52
2025-03-07 19:08:36,350,-198.19,-193.01
2025-03-07 19:08:38,350,-198.25,-193.44
2025-03-07 19:08:40,350,-198.4,-193.83
2025-03-07 19:08:43,350,-198.28,-194.23
2025-03-07 19:08:45,350,-198.31,-194.32
2025-03-07 19:08:47,350,-198.34,-194.63
2025-03-07 19:08:49,350,-198.31,-198.22
2025-03-07 19:08:51,350,-198.55,-198.1
2025-03-07 19:08:53,350,-198.43,-196.0
2025-03-07 19:08:56,350,-198.34,-195.66
2025-03-07 19:08:58,350,-198.37,-195.69
2025-03-07 19:09:00,350,-198.37,-195.75
2025-03-07 19:09:02,350,-198.37,-195.69
2025-03-07 19:09:04,350,-198.43,-195.75
2025-03-07 19:09:06,350,-198.43,-195.72
2025-03-07 19:09:09,350,-198.37,-195.72
2025-03-07 19:09:11,350,-198.4,-195.63
2025-03-07 19:09:13,350,-198.58,-195.36
2025-03-07 19:09:15,350,-198.49,-195.11
2025-03-07 19:09:17,350,-198.52,-194.81
2025-03-07 19:09:19,350,-198.49,-194.59
2025-03-07 19:09:22,350,-198.52,-194.35
2025-03-07 19:09:24,350,-198.58,-193.98
2025-03-07 19:09:26,350,-198.46,-193.92
2025-03-07 19:09:28,350,-198.43,-194.05
2025-03-07 19:09:30,350,-198.52,-193.83
2025-03-07 19:09:32,350,-198.55,-193.5
2025-03-07 19:09:34,350,-198.49,-193.28
2025-03-07 19:09:37,350,-198.52,-192.86
2025-03-07 19:09:39,350,-198.46,-192.64
2025-03-07 19:09:41,350,-198.52,-192.49
2025-03-07 19:09:43,350,-198.4,-192.24
2025-03-07 19:09:45,350,-198.46,-192.0
2025-03-07 19:09:47,350,-198.4,-191.69
2025-03-07 19:09:50,350,-198.52,-191.14
2025-03-07 19:09:52,350,-198.55,-190.53
2025-03-07 19:09:54,350,-198.49,-190.23
2025-03-07 19:09:56,350,-198.49,-189.83
2025-03-07 19:09:58,350,-198.55,-189.58
2025-03-07 19:10:00,350,-198.52,-189.28
2025-03-07 19:10:03,350,-198.49,-189.03
2025-03-07 19:10:05,350,-198.58,-188.76
2025-03-07 19:10:07,350,-198.58,-188.67
2025-03-07 19:10:09,350,-198.58,-188.57
2025-03-07 19:10:11,350,-198.7,-188.39
2025-03-07 19:10:13,350,-198.55,-188.27
2025-03-07 19:10:16,350,-198.64,-188.24
2025-03-07 19:10:18,350,-198.64,-188.33
2025-03-07 19:10:20,350,-198.67,-188.14
2025-03-07 19:10:22,350,-198.55,-188.02
2025-03-07 19:10:24,350,-198.7,-188.02
2025-03-07 19:10:26,350,-198.7,-187.93
2025-03-07 19:10:28,350,-198.58,-188.05
2025-03-07 19:10:31,350,-198.64,-187.96
2025-03-07 19:10:33,350,-198.7,-187.96
2025-03-07 19:10:35,350,-198.67,-188.02
2025-03-07 19:10:37,350,-198.64,-188.02
2025-03-07 19:10:39,350,-198.67,-188.02
2025-03-07 19:10:41,350,-198.64,-188.05
