Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-02-26 17:57:53,1000,22.32,24.82
2025-02-26 17:57:54,1000,22.29,24.72
2025-02-26 17:57:55,1000,22.32,24.85
2025-02-26 17:58:17,500,17.52,24.11
2025-02-26 17:58:19,500,16.21,23.84
2025-02-26 17:58:20,500,15.03,23.6
2025-02-26 17:58:21,500,13.75,23.47
2025-02-26 17:58:22,500,12.5,23.23
2025-02-26 17:58:23,500,11.32,22.79
2025-02-26 17:58:24,500,10.24,22.62
2025-02-26 17:58:26,500,9.16,22.39
2025-02-26 17:58:27,500,8.19,22.08
2025-02-26 17:58:28,500,6.94,21.81
2025-02-26 17:58:29,500,5.8,21.68
2025-02-26 17:58:30,500,4.99,21.41
2025-02-26 17:58:31,500,3.71,21.17
2025-02-26 17:58:33,500,3.01,20.9
2025-02-26 17:58:34,500,1.87,20.73
2025-02-26 17:58:35,500,0.92,20.46
2025-02-26 17:58:36,500,-0.18,20.12
2025-02-26 17:58:37,500,-1.19,19.89
2025-02-26 17:58:38,500,-2.1,19.68
2025-02-26 17:58:39,500,-3.2,19.31
2025-02-26 17:58:41,500,-4.04,19.18
2025-02-26 17:58:42,500,-4.92,18.84
2025-02-26 17:58:43,500,-5.85,18.64
2025-02-26 17:58:44,500,-6.79,18.3
2025-02-26 17:58:45,500,-7.66,18.0
2025-02-26 17:58:46,500,-8.53,17.83
2025-02-26 17:58:48,500,-9.3,17.66
2025-02-26 17:58:49,500,-10.21,17.35
2025-02-26 17:58:50,500,-11.11,17.08
2025-02-26 17:58:51,500,-11.85,16.81
2025-02-26 17:58:52,500,-12.68,16.65
2025-02-26 17:58:53,500,-13.52,16.31
2025-02-26 17:58:55,500,-14.22,16.07
2025-02-26 17:58:56,500,-15.09,15.8
2025-02-26 17:58:57,500,-16.03,15.6
2025-02-26 17:58:58,500,-16.7,15.16
2025-02-26 17:58:59,500,-17.43,15.06
2025-02-26 17:59:00,500,-18.17,14.89
2025-02-26 17:59:02,500,-18.9,14.45
2025-02-26 17:59:03,500,-19.7,14.25
2025-02-26 17:59:04,500,-20.4,13.98
2025-02-26 17:59:05,500,-21.07,13.78
2025-02-26 17:59:06,500,-21.74,13.58
2025-02-26 17:59:07,500,-22.44,13.24
2025-02-26 17:59:09,500,-23.3,12.87
2025-02-26 17:59:10,500,-23.8,12.6
2025-02-26 17:59:11,500,-24.57,12.46
2025-02-26 17:59:12,500,-25.3,12.16
2025-02-26 17:59:13,500,-26.0,11.92
2025-02-26 17:59:14,500,-26.57,11.82
2025-02-26 17:59:16,500,-27.3,11.28
2025-02-26 17:59:17,500,-27.87,11.12
2025-02-26 17:59:18,500,-28.57,10.85
2025-02-26 17:59:19,500,-29.17,10.64
2025-02-26 17:59:20,500,-29.9,10.34
2025-02-26 17:59:21,500,-30.46,10.04
2025-02-26 17:59:23,500,-30.9,9.7
2025-02-26 17:59:24,500,-31.59,9.43
2025-02-26 17:59:25,500,-32.09,9.3
2025-02-26 17:59:26,500,-32.89,8.89
2025-02-26 17:59:27,500,-33.12,8.76
2025-02-26 17:59:28,500,-33.95,8.39
2025-02-26 17:59:30,500,-34.62,8.22
2025-02-26 17:59:31,500,-35.05,7.88
2025-02-26 17:59:32,500,-35.65,7.65
2025-02-26 17:59:33,500,-36.25,7.38
2025-02-26 17:59:34,500,-36.71,7.11
2025-02-26 17:59:35,500,-37.37,6.87
2025-02-26 17:59:37,500,-37.84,6.67
2025-02-26 17:59:38,500,-38.57,6.37
2025-02-26 17:59:39,500,-39.03,6.13
2025-02-26 17:59:40,500,-39.43,5.83
2025-02-26 17:59:41,500,-39.86,5.53
2025-02-26 17:59:42,500,-40.33,5.26
2025-02-26 17:59:44,500,-40.79,5.06
2025-02-26 17:59:45,500,-41.25,4.65
2025-02-26 17:59:46,500,-41.82,4.49
2025-02-26 17:59:47,500,-42.31,4.12
2025-02-26 17:59:48,500,-43.01,3.81
2025-02-26 17:59:49,500,-43.31,3.65
2025-02-26 17:59:51,500,-43.61,3.41
2025-02-26 17:59:52,500,-44.27,3.28
2025-02-26 17:59:53,500,-44.77,2.91
2025-02-26 17:59:54,500,-45.0,2.81
2025-02-26 17:59:55,500,-45.53,2.34
2025-02-26 17:59:56,500,-45.89,2.1
2025-02-26 17:59:57,500,-46.39,1.9
2025-02-26 17:59:59,500,-46.72,1.7
2025-02-26 18:00:00,500,-47.02,1.5
2025-02-26 18:00:01,500,-47.58,1.26
2025-02-26 18:00:02,500,-48.04,0.99
2025-02-26 18:00:03,500,-48.6,0.69
2025-02-26 18:00:04,500,-48.8,0.45
2025-02-26 18:00:06,500,-49.3,0.32
2025-02-26 18:00:07,500,-49.5,0.02
2025-02-26 18:00:08,500,-49.89,-0.15
2025-02-26 18:00:09,500,-50.19,-0.39
2025-02-26 18:00:10,500,-50.65,-0.72
2025-02-26 18:00:11,500,-51.08,-0.92
2025-02-26 18:00:13,500,-51.35,-1.09
2025-02-26 18:00:14,500,-51.64,-1.36
