Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-0.470164,2025-04-10 14:57:30,-51.15
0.0022222222222222222,0.002222,2.0365,2025-04-10 14:57:33,-51.15
0.0044444444444444444,0.004444,2.08931,2025-04-10 14:57:35,-51.15
0.006666666666666666,0.006667,2.13212,2025-04-10 14:57:38,-51.15
0.008888888888888889,0.008889,2.17066,2025-04-10 14:57:40,-51.15
0.011111111111111112,0.01111,2.20664,2025-04-10 14:57:43,-51.15
0.013333333333333332,0.01333,2.2408,2025-04-10 14:57:46,-51.15
0.015555555555555555,0.01556,2.27374,2025-04-10 14:57:48,-51.15
0.017777777777777778,0.01778,2.30528,2025-04-10 14:57:51,-51.15
0.02,0.02,2.33584,2025-04-10 14:57:53,-51.15
