Time,Height,Temp1 (Ambient)
2025-03-07 14:22:15,550,22.56
2025-03-07 14:22:17,550,22.42
2025-03-07 14:22:19,550,22.22
2025-03-07 14:22:21,550,22.18
2025-03-07 14:22:24,550,22.39
2025-03-07 14:22:26,550,22.29
2025-03-07 14:22:28,550,22.32
2025-03-07 14:22:30,550,22.29
2025-03-07 14:22:32,550,22.35
2025-03-07 14:22:34,550,22.25
