Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-02-26 16:52:20,500,-42.48,-0.05
2025-02-26 16:52:21,500,-43.47,-0.49
2025-02-26 16:52:22,500,-44.53,-0.86
2025-02-26 16:52:23,500,-45.56,-1.19
2025-02-26 16:52:25,500,-46.45,-1.7
2025-02-26 16:52:26,500,-47.31,-2.1
2025-02-26 16:52:27,500,-48.31,-2.37
2025-02-26 16:52:28,500,-49.53,-2.97
2025-02-26 16:52:29,500,-50.55,-3.2
2025-02-26 16:52:30,500,-51.28,-3.64
2025-02-26 16:52:32,500,-52.34,-3.98
2025-02-26 16:52:33,500,-53.23,-4.45
2025-02-26 16:52:34,500,-54.09,-4.71
2025-02-26 16:52:35,500,-55.08,-5.18
2025-02-26 16:52:36,500,-55.93,-5.49
2025-02-26 16:52:37,500,-56.79,-5.89
2025-02-26 16:52:39,500,-57.84,-6.29
2025-02-26 16:52:40,500,-58.5,-6.69
2025-02-26 16:52:41,500,-59.52,-7.03
2025-02-26 16:52:42,500,-60.28,-7.5
2025-02-26 16:52:43,500,-61.24,-7.86
2025-02-26 16:52:44,500,-61.96,-8.27
2025-02-26 16:52:45,500,-62.75,-8.57
2025-02-26 16:52:47,500,-63.67,-9.1
2025-02-26 16:52:48,500,-64.53,-9.37
2025-02-26 16:52:49,500,-65.22,-9.77
2025-02-26 16:52:50,500,-65.97,-10.17
2025-02-26 16:52:51,500,-66.69,-10.58
2025-02-26 16:52:52,500,-67.42,-10.94
2025-02-26 16:52:54,500,-68.27,-11.25
2025-02-26 16:52:55,500,-68.99,-11.75
2025-02-26 16:52:56,500,-69.75,-12.08
2025-02-26 16:52:57,500,-70.43,-12.52
2025-02-26 16:52:58,500,-71.16,-12.89
2025-02-26 16:52:59,500,-71.94,-13.22
2025-02-26 16:53:01,500,-72.47,-13.62
2025-02-26 16:53:02,500,-73.29,-14.02
2025-02-26 16:53:03,500,-74.01,-14.32
2025-02-26 16:53:04,500,-74.66,-14.79
2025-02-26 16:53:05,500,-75.28,-15.16
2025-02-26 16:53:06,500,-76.0,-15.56
2025-02-26 16:53:08,500,-76.72,-15.79
2025-02-26 16:53:09,500,-77.38,-16.36
2025-02-26 16:53:10,500,-78.0,-16.7
2025-02-26 16:53:11,500,-78.59,-16.96
2025-02-26 16:53:12,500,-79.27,-17.3
2025-02-26 16:53:13,500,-79.86,-17.7
2025-02-26 16:53:15,500,-80.35,-18.07
2025-02-26 16:53:16,500,-80.91,-18.47
2025-02-26 16:53:17,500,-81.69,-18.3
2025-02-26 16:53:18,500,-82.28,-18.5
2025-02-26 16:53:19,500,-82.67,-18.67
2025-02-26 16:53:20,500,-83.39,-18.93
2025-02-26 16:53:22,500,-83.81,-19.4
2025-02-26 16:53:23,500,-84.36,-19.67
2025-02-26 16:53:24,500,-84.95,-20.1
2025-02-26 16:53:25,500,-85.51,-20.47
2025-02-26 16:53:26,500,-86.16,-20.87
2025-02-26 16:53:27,500,-86.61,-21.17
2025-02-26 16:53:28,500,-87.13,-21.54
2025-02-26 16:53:30,500,-87.56,-21.9
2025-02-26 16:53:31,500,-88.11,-22.27
2025-02-26 16:53:32,500,-88.57,-22.74
2025-02-26 16:53:33,500,-89.15,-23.07
2025-02-26 16:53:34,500,-89.71,-23.34
2025-02-26 16:53:35,500,-90.19,-23.64
2025-02-26 16:53:37,500,-90.49,-24.07
2025-02-26 16:53:38,500,-90.94,-24.4
2025-02-26 16:53:39,500,-91.46,-24.74
2025-02-26 16:53:40,500,-92.01,-25.07
2025-02-26 16:53:41,500,-92.27,-25.44
2025-02-26 16:53:42,500,-92.66,-25.64
2025-02-26 16:53:44,500,-93.15,-26.1
2025-02-26 16:53:45,500,-93.77,-26.4
2025-02-26 16:53:46,500,-94.13,-26.7
2025-02-26 16:53:47,500,-94.51,-27.0
2025-02-26 16:53:48,500,-94.9,-27.37
2025-02-26 16:53:49,500,-95.26,-27.67
2025-02-26 16:53:51,500,-95.62,-27.97
2025-02-26 16:53:52,500,-96.01,-28.27
2025-02-26 16:53:53,500,-96.59,-28.57
2025-02-26 16:53:54,500,-96.88,-28.9
2025-02-26 16:53:55,500,-97.3,-29.17
2025-02-26 16:53:56,500,-97.63,-29.47
2025-02-26 16:53:58,500,-98.08,-29.8
2025-02-26 16:53:59,500,-98.31,-29.96
2025-02-26 16:54:00,500,-98.6,-30.4
2025-02-26 16:54:01,500,-99.05,-30.6
2025-02-26 16:54:02,500,-99.44,-30.9
2025-02-26 16:54:03,500,-99.6,-31.16
2025-02-26 16:54:05,500,-100.19,-31.49
2025-02-26 16:54:06,500,-100.48,-31.76
2025-02-26 16:54:07,500,-100.77,-32.06
2025-02-26 16:54:08,500,-101.13,-32.29
2025-02-26 16:54:09,500,-101.39,-32.49
2025-02-26 16:54:10,500,-101.71,-32.76
2025-02-26 16:54:12,500,-102.03,-33.06
2025-02-26 16:54:13,500,-102.36,-33.26
2025-02-26 16:54:14,500,-102.68,-33.62
2025-02-26 16:54:15,500,-102.91,-33.75
2025-02-26 16:54:16,500,-103.29,-34.15
2025-02-26 16:54:17,500,-103.42,-34.45
2025-02-26 16:54:19,500,-103.68,-34.65
2025-02-26 16:54:20,500,-104.0,-34.85
2025-02-26 16:54:21,500,-104.36,-35.08
2025-02-26 16:54:22,500,-104.65,-35.42
2025-02-26 16:54:23,500,-104.91,-35.61
2025-02-26 16:54:24,500,-105.1,-35.91
