Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-02-26 18:35:03,1000,13.71,18.81
2025-02-26 18:35:04,1000,13.58,18.81
2025-02-26 18:35:05,1000,13.44,18.81
2025-02-26 18:35:06,985,13.58,18.81
2025-02-26 18:35:08,985,13.21,18.81
2025-02-26 18:35:09,985,12.97,18.91
2025-02-26 18:35:10,985,12.73,18.94
2025-02-26 18:35:12,970,12.4,18.94
2025-02-26 18:35:13,970,12.23,18.94
2025-02-26 18:35:14,970,11.99,19.11
2025-02-26 18:35:16,955,11.69,18.94
2025-02-26 18:35:17,955,11.62,19.11
2025-02-26 18:35:18,955,11.35,19.11
2025-02-26 18:35:20,940,11.22,19.01
2025-02-26 18:35:21,940,10.91,18.84
2025-02-26 18:35:22,940,10.81,18.87
2025-02-26 18:35:23,940,10.54,18.91
2025-02-26 18:35:25,925,10.31,18.97
2025-02-26 18:35:26,925,10.21,19.01
2025-02-26 18:35:27,925,10.11,19.01
2025-02-26 18:35:29,910,9.97,19.01
2025-02-26 18:35:30,910,9.84,18.84
2025-02-26 18:35:31,910,9.6,18.77
2025-02-26 18:35:33,895,9.43,18.81
2025-02-26 18:35:34,895,9.16,18.77
2025-02-26 18:35:35,895,9.1,18.67
2025-02-26 18:35:36,880,8.83,18.47
2025-02-26 18:35:38,880,8.69,18.3
2025-02-26 18:35:39,880,8.66,18.33
2025-02-26 18:35:40,865,8.39,18.03
2025-02-26 18:35:42,865,8.15,18.06
2025-02-26 18:35:43,865,8.12,17.93
2025-02-26 18:35:44,850,7.68,17.76
2025-02-26 18:35:46,850,7.51,17.66
2025-02-26 18:35:47,850,7.38,17.49
2025-02-26 18:35:48,835,7.04,17.39
2025-02-26 18:35:49,835,7.11,17.32
2025-02-26 18:35:51,835,6.77,17.32
2025-02-26 18:35:52,835,6.81,17.19
2025-02-26 18:35:53,835,6.27,17.05
2025-02-26 18:35:54,835,6.07,16.98
2025-02-26 18:35:55,835,5.87,16.81
2025-02-26 18:35:57,820,5.8,16.65
2025-02-26 18:35:58,820,5.6,16.61
2025-02-26 18:35:59,820,5.19,16.34
2025-02-26 18:36:00,820,4.79,16.34
2025-02-26 18:36:02,820,4.59,16.24
2025-02-26 18:36:03,820,4.72,16.11
2025-02-26 18:36:04,805,4.28,15.9
2025-02-26 18:36:05,805,4.08,15.84
2025-02-26 18:36:07,805,3.65,15.77
2025-02-26 18:36:08,805,3.68,15.53
2025-02-26 18:36:09,805,3.48,15.5
2025-02-26 18:36:11,790,3.01,15.36
2025-02-26 18:36:12,790,2.67,15.23
2025-02-26 18:36:13,790,2.54,15.16
