Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-03-07 14:49:10,550,3.71,15.19
2025-03-07 14:49:13,550,0.25,13.91
2025-03-07 14:49:15,550,-3.14,12.6
2025-03-07 14:49:17,550,-6.42,11.39
2025-03-07 14:49:19,550,-9.44,10.17
2025-03-07 14:49:21,550,-12.52,8.99
2025-03-07 14:49:23,550,-15.56,7.95
2025-03-07 14:49:26,550,-18.17,6.57
2025-03-07 14:49:28,550,-20.77,5.53
2025-03-07 14:49:30,550,-23.64,4.39
2025-03-07 14:49:32,550,-26.5,3.07
2025-03-07 14:49:34,550,-29.13,1.9
2025-03-07 14:49:36,550,-31.79,0.66
2025-03-07 14:49:38,550,-34.49,-0.52
2025-03-07 14:49:41,550,-37.18,-1.7
2025-03-07 14:49:43,550,-39.6,-2.63
2025-03-07 14:49:45,550,-42.31,-3.78
2025-03-07 14:49:47,550,-44.83,-4.88
2025-03-07 14:49:49,550,-47.35,-6.02
2025-03-07 14:49:51,550,-49.66,-7.43
2025-03-07 14:49:54,550,-52.17,-8.6
2025-03-07 14:49:56,550,-54.51,-9.71
2025-03-07 14:49:58,550,-56.82,-11.01
2025-03-07 14:50:00,550,-59.16,-12.22
2025-03-07 14:50:02,550,-61.3,-13.32
2025-03-07 14:50:04,550,-63.51,-14.59
2025-03-07 14:50:07,550,-65.51,-15.89
2025-03-07 14:50:09,550,-67.78,-17.03
2025-03-07 14:50:11,550,-69.88,-18.17
2025-03-07 14:50:13,550,-71.98,-19.4
2025-03-07 14:50:15,550,-74.07,-20.47
2025-03-07 14:50:17,550,-75.97,-21.67
2025-03-07 14:50:20,550,-77.8,-22.84
2025-03-07 14:50:22,550,-79.76,-24.0
2025-03-07 14:50:24,550,-81.72,-25.1
2025-03-07 14:50:26,550,-83.65,-26.27
2025-03-07 14:50:28,550,-85.6,-27.44
2025-03-07 14:50:30,550,-87.3,-28.57
2025-03-07 14:50:33,550,-89.02,-29.57
2025-03-07 14:50:35,550,-90.78,-30.7
2025-03-07 14:50:37,550,-92.47,-31.86
2025-03-07 14:50:39,550,-94.19,-33.06
2025-03-07 14:50:41,550,-95.94,-34.09
2025-03-07 14:50:43,550,-97.37,-35.08
2025-03-07 14:50:45,550,-99.09,-36.18
2025-03-07 14:50:48,550,-100.61,-37.27
2025-03-07 14:50:50,550,-102.32,-38.4
2025-03-07 14:50:52,550,-103.94,-39.4
2025-03-07 14:50:54,550,-105.46,-40.59
2025-03-07 14:50:56,550,-107.3,-41.59
2025-03-07 14:50:58,550,-108.97,-42.94
2025-03-07 14:51:01,550,-110.68,-44.1
2025-03-07 14:51:03,550,-112.39,-45.23
2025-03-07 14:51:05,550,-114.25,-46.45
2025-03-07 14:51:07,550,-116.05,-47.58
2025-03-07 14:51:09,550,-117.47,-48.67
2025-03-07 14:51:11,550,-119.14,-49.86
2025-03-07 14:51:14,550,-120.87,-50.88
2025-03-07 14:51:16,550,-122.21,-51.84
2025-03-07 14:51:18,550,-123.78,-52.9
2025-03-07 14:51:20,550,-125.31,-53.82
2025-03-07 14:51:22,550,-126.75,-54.84
2025-03-07 14:51:24,550,-128.03,-55.8
2025-03-07 14:51:27,550,-129.31,-56.72
2025-03-07 14:51:29,550,-130.74,-57.58
2025-03-07 14:51:31,550,-132.01,-58.57
2025-03-07 14:51:33,550,-133.16,-59.33
2025-03-07 14:51:35,550,-134.27,-60.28
2025-03-07 14:51:37,550,-135.48,-61.07
2025-03-07 14:51:39,550,-136.5,-61.96
2025-03-07 14:51:42,550,-137.64,-62.78
