Current,Source Measure,Volt Measure,Timestamp,Temperature
0.0,0.0,-6.73e-05,2025-03-28 11:12:32,-60
0.0022222222222222222,0.002222,1.87252,2025-03-28 11:12:35,-60
0.0044444444444444444,0.004444,2.02241,2025-03-28 11:12:37,-60
0.006666666666666666,0.006667,2.0926,2025-03-28 11:12:40,-60
0.008888888888888889,0.008889,2.14391,2025-03-28 11:12:42,-60
0.011111111111111112,0.01111,2.18427,2025-03-28 11:12:45,-60
0.013333333333333332,0.01333,2.21697,2025-03-28 11:12:48,-60
0.015555555555555555,0.01556,2.24376,2025-03-28 11:12:50,-60
0.017777777777777778,0.01778,2.26549,2025-03-28 11:12:53,-60
0.02,0.02,2.28326,2025-03-28 11:12:55,-60
