Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-02-26 18:10:29,1000,16.07,20.53
2025-02-26 18:10:30,1000,15.87,20.39
2025-02-26 18:10:32,1000,15.77,20.43
2025-02-26 18:10:33,990,15.5,20.46
2025-02-26 18:10:34,990,15.09,20.49
2025-02-26 18:10:35,990,15.09,20.46
2025-02-26 18:10:36,990,14.72,20.46
2025-02-26 18:10:37,990,14.39,20.49
2025-02-26 18:10:39,990,14.05,20.49
2025-02-26 18:10:40,990,13.85,20.6
2025-02-26 18:10:41,990,13.58,20.46
2025-02-26 18:10:42,980,13.58,20.49
2025-02-26 18:10:43,980,13.27,20.43
2025-02-26 18:10:44,980,13.1,20.43
2025-02-26 18:10:45,980,13.04,20.39
2025-02-26 18:10:47,970,12.73,20.36
2025-02-26 18:10:48,970,12.67,20.43
2025-02-26 18:10:49,970,12.43,20.39
2025-02-26 18:10:50,960,12.16,20.33
2025-02-26 18:10:51,960,12.09,20.33
2025-02-26 18:10:52,960,12.09,20.36
2025-02-26 18:10:53,950,11.89,20.26
2025-02-26 18:10:55,950,11.49,20.33
2025-02-26 18:10:56,950,11.22,20.33
2025-02-26 18:10:57,950,11.32,20.16
2025-02-26 18:10:58,940,11.05,20.16
2025-02-26 18:10:59,940,10.61,20.09
2025-02-26 18:11:00,940,10.64,20.02
2025-02-26 18:11:01,940,10.34,20.06
2025-02-26 18:11:03,940,10.24,19.95
2025-02-26 18:11:04,940,9.97,19.85
2025-02-26 18:11:05,930,9.87,19.75
2025-02-26 18:11:06,930,9.67,19.65
2025-02-26 18:11:07,930,9.43,19.55
2025-02-26 18:11:08,920,9.16,19.41
2025-02-26 18:11:10,920,9.2,19.28
2025-02-26 18:11:11,920,8.86,19.35
2025-02-26 18:11:12,920,8.66,19.21
2025-02-26 18:11:13,920,8.46,19.21
2025-02-26 18:11:14,910,8.56,19.08
2025-02-26 18:11:15,910,8.42,18.91
2025-02-26 18:11:16,910,7.98,18.91
2025-02-26 18:11:18,910,8.09,18.91
2025-02-26 18:11:19,910,7.92,18.77
2025-02-26 18:11:20,900,7.61,18.64
2025-02-26 18:11:21,900,7.65,18.6
2025-02-26 18:11:22,900,7.38,18.43
2025-02-26 18:11:23,890,7.41,18.5
2025-02-26 18:11:24,890,7.01,18.33
2025-02-26 18:11:26,890,6.71,18.37
2025-02-26 18:11:27,890,6.64,18.3
2025-02-26 18:11:28,880,6.81,18.27
2025-02-26 18:11:29,880,6.37,18.16
2025-02-26 18:11:30,880,6.4,18.27
