Time,Height,Temp1 (Ambient)
2025-03-07 14:03:49,500,22.29
2025-03-07 14:03:51,500,22.29
2025-03-07 14:03:54,500,22.15
2025-03-07 14:03:56,500,22.25
2025-03-07 14:03:58,500,22.29
2025-03-07 14:04:00,500,22.39
2025-03-07 14:04:02,500,22.22
2025-03-07 14:04:04,500,22.22
2025-03-07 14:04:06,500,22.12
2025-03-07 14:04:09,500,22.12
