Time,Height,Temp1 (Ambient),Temp2 (Water)
2025-02-26 14:22:12,1000,24.21,26.61
2025-02-26 14:22:15,1000,24.14,26.61
2025-02-26 14:22:18,1000,24.14,26.65
2025-02-26 14:22:26,980,24.08,26.68
2025-02-26 14:22:29,980,24.14,26.65
2025-02-26 14:22:32,980,24.08,26.68
2025-02-26 14:22:39,960,24.11,26.65
2025-02-26 14:22:42,960,24.01,26.65
2025-02-26 14:22:46,960,24.11,26.61
2025-02-26 14:22:53,940,24.01,26.61
2025-02-26 14:22:56,940,24.01,26.68
2025-02-26 14:22:59,940,24.01,26.61
2025-02-26 14:23:07,920,24.01,26.55
2025-02-26 14:23:10,920,23.98,26.65
2025-02-26 14:23:13,920,23.98,26.55
