Time,Height,Temp1 (Ambient)
2025-03-07 14:05:54,600,22.18
2025-03-07 14:05:56,600,22.08
2025-03-07 14:05:58,600,22.15
2025-03-07 14:06:00,600,22.18
2025-03-07 14:06:02,600,22.15
2025-03-07 14:06:05,600,22.29
2025-03-07 14:06:07,600,22.29
2025-03-07 14:06:09,600,22.22
2025-03-07 14:06:11,600,22.18
2025-03-07 14:06:13,600,22.22
